"Dev comments","Record ID","src_enUS","PTfixPing","tg_frFR","tg_deDE","tg_ptBR","tg_esLA","tg_jaJP","tg_zhCN","tg_plPL","tg_ukUA","tg_ruRU","tg_trTR","Last modified time","Path"
"","ST_HW_Mercury_AbilityNames,Mercury.A03","Special Delivery","true","Livraison spéciale","Sonderlieferung","Entrega Especial","Entrega especial","特攻","飓风抱摔","Przesyłka Specjalna","Особлива доставка","Специальная доставка","Özel Teslimat","2025-04-08T15:42:53Z","ST_HW_Mercury_AbilityNames"
"","ST_HW_Mercury_AbilityNames,Mercury.A04","Sonic Boom","true","Bang sonique","Überschallknall","Onda Sônica","Explosión sónica","ソニックブーム","超音速强袭","Grzmot Dźwiękowy","Надзвуковий удар","Сверхзвуковой удар","Ses Patlaması","2025-04-08T15:42:53Z","ST_HW_Mercury_AbilityNames"
,"ST_HW_Mercury_AbilityNames,Mercury.Basic","Mercury Basic Attack","true","Attaque de base de Mercure","Grundangriff Merkur","Ataque Básico de Mercúrio","Ataque básico de Mercurio","メルクリウス基本攻撃","墨丘利 普通攻击","Podstawowy atak Merkurego","Базова атака Меркурія","Базовая атака Меркурия","Merkür Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Mercury_AbilityNames"
"","ST_HW_Mercury_AbilityNames,Mercury.PSV","Fastest God Alive","true","Le plus rapide des dieux","Schnellster Gott der Welt","Mais Rápido dos Deuses","El dios más rápido","最速の神の到来","唯快不破","Najszybszy Żyjący Bóg","Найшвидший бог у світі","Быстрейший бог на свете","Yaşayan En Hızlı Tanrı","2025-04-08T15:42:53Z","ST_HW_Mercury_AbilityNames"
"","ST_HW_Merlin_AbilityNames,Merlin.A01","Eclipse","true","Éclipse","Eklipse","Eclipse","Eclipse","消滅","日蚀","Zaćmienie","Затемнення","Затмение","Tutulma","2025-04-08T15:42:53Z","ST_HW_Merlin_AbilityNames"
"","ST_HW_Merlin_AbilityNames,Merlin.A02","Vortex","true","Vortex","Vortex","Vórtex","Vórtice","竜巻","漩涡","Wir","Воронка","Воронка","Girdap","2025-04-08T15:42:53Z","ST_HW_Merlin_AbilityNames"
"","ST_HW_Merlin_AbilityNames,Merlin.A03","Flicker","true","Transfert","Flimmern","Centelha","Parpadeo","フリッカー","闪现","Migotanie","Поблиск","Вспышка","Alazlanma","2025-04-08T15:42:53Z","ST_HW_Merlin_AbilityNames"
"","ST_HW_Merlin_AbilityNames,Merlin.A04","Elemental Mastery","true","Maîtrise élémentaire","Elementare Meisterung","Maestria Elemental","Maestría elemental","エレメントマスター","元素精通","Mistrzostwo Żywiołów","Стихійна майстерність","Магия стихий","Elementsel Ustalık","2025-04-08T15:42:53Z","ST_HW_Merlin_AbilityNames"
"","ST_HW_Merlin_AbilityNames,Merlin.B01","Radiate","true","Radiance","Strahlung","Irradiar","Irradiar","発光","辉光","Promień","Випромінювання","Излучение","Işıma","2025-04-08T15:48:42Z","ST_HW_Merlin_AbilityNames"
"","ST_HW_Merlin_AbilityNames,Merlin.B02","Dragonfire","true","Dracofeu","Drachenfeuer","Fogo do Dragão","Fuego de dragón","ドラゴンファイア","龙焰","Smoczy Ogień","Вогонь дракона","Пламя дракона","Ejder Ateşi","2025-04-08T15:48:42Z","ST_HW_Merlin_AbilityNames"
,"ST_HW_Merlin_AbilityNames,Merlin.Basic","Merlin Basic Attack","true","Attaque de base de Merlin","Grundangriff Merlin","Ataque básico de Merlin","Ataques básicos de Merlín","マーリン基本攻撃","梅林 普通攻击","Podstawowy atak Merlina","Базова атака Мерліна","Базовая атака Мерлина","Merlin Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Merlin_AbilityNames"
"","ST_HW_Merlin_AbilityNames,Merlin.C01","Frostbolt","true","Trait glacé","Frostblitz","Raio Congelante","Rayo congelado","フロストボルト","寒霜箭","Mroźny Pocisk","Морозний розряд","Ледяная молния","Buz Topu","2025-04-08T15:48:42Z","ST_HW_Merlin_AbilityNames"
"","ST_HW_Merlin_AbilityNames,Merlin.C02","Blizzard","true","Blizzard","Blizzard","Tempestade de Gelo","Tormenta de nieve","ブリザード","暴风雪","Śnieżyca","Хуртовина","Ледяной дождь","Tipi","2025-04-08T15:48:42Z","ST_HW_Merlin_AbilityNames"
"","ST_HW_Merlin_AbilityNames,Merlin.PSV","Overload","true","Surcharge","Überladung","Sobrecarregar","Sobrecarga","オーバーロード","超载","Przeładowanie","Перевантаження","Перегрузка","Aşırı Yük","2025-04-08T15:42:53Z","ST_HW_Merlin_AbilityNames"
,"ST_HW_Mulan_AbilityNames,Mulan.A01","Cross Strike","true","Croiser le fer","Kreuzschnitt","Ataque Cruzado","Ataque cruzado","クロスストライク","二连斩","Uderzenie Krzyżowe","Перехресний удар","Удар крест-накрест","Çapraz Vuruş","2025-04-08T15:42:53Z","ST_HW_Mulan_AbilityNames"
,"ST_HW_Mulan_AbilityNames,Mulan.A02","Spear Thrust","true","Fer de lance","Speerstoß","Golpe de Lança","Estocada con la lanza","槍突き","长矛突刺","Cios Włócznią","Атака списом","Атака копьем","Mızrak Hücumu","2025-04-08T15:42:53Z","ST_HW_Mulan_AbilityNames"
,"ST_HW_Mulan_AbilityNames,Mulan.A03","Grapple","true","Flèche-grappin","Wurfhaken","Contenda","Forcejeo","グラップル","绳索箭","Przyciągnięcie Strzałą","Стріла з мотузкою","Стрела с веревкой","Kanca","2025-04-08T15:42:53Z","ST_HW_Mulan_AbilityNames"
"Mulan grapples to a target, pulling herself and the target together, then slashes them with her sword.","ST_HW_Mulan_AbilityNames,Mulan.A03.Hit","Grapple (Sword Slash)","true","Flèche-grappin (Coup d'épée)","Wurfhaken (Schwertschlag)","Embate (Corte de Espada)","Agarre (Corte de espada)","グラップル（ソードスラッシュ）","绳索箭（剑斩）","Przyciągnięcie Strzałą (Cięcie Mieczem)","Стріла з мотузкою (удар мечем)","Стрела с веревкой (удар мечом)","Kanca (Kılıç Kesiği)","2025-04-08T15:42:53Z","ST_HW_Mulan_AbilityNames"
,"ST_HW_Mulan_AbilityNames,Mulan.A04","Divine Mastery","true","Maîtrise divine","Himmlische Meisterung","Maestria Divina","Maestría divina","神業","圣武强袭","Boskie Mistrzostwo","Божественна майстерність","Божественное мастерство","İlahi Ustalık","2025-04-08T15:42:53Z","ST_HW_Mulan_AbilityNames"
"","ST_HW_Mulan_AbilityNames,Mulan.Basic","Hua Mulan Basic Attack","true","Attaque de base de Hua Mulan","Grundangriff Hua Mulan","Ataque básico de Hue Mulan","Ataque básico de Hua Mulan","ファ・ムーラン基本攻撃","花木兰 普通攻击","Atak podstawowy Hua Mulan","Базова атака Хуа Мулан","Базовая атака Хуа Мулан","Hua Mulan Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Mulan_AbilityNames"
,"ST_HW_Mulan_AbilityNames,Mulan.PSV","Training Arc","true","Attaquons l'exercice","Trainingsplan","Arco de Treino","Arco de entrenamiento","トレーニングアーク","久经历练","Trening Czyni Mistrza","Наполегливе тренування","Упорные тренировки","Eğitim Süreci","2025-04-08T15:42:53Z","ST_HW_Mulan_AbilityNames"
"","ST_HW_Mulan_AbilityNames,Mulan.PSV1","Training Grounds","true","Terrain d'entraînement","Übungsgelände","Campo de treinamento","Campos de entrenamiento","トレーニンググラウンド","训练场","Poligony","Тренувальний майданчик","Тренировочная площадка","Eğitim Sahası","2025-04-08T15:42:53Z","ST_HW_Mulan_AbilityNames"
,"ST_HW_Nemesis_AbilityNames,Nemesis.A01","Swift Vengeance","true","Vengeance éclair","Schnelle Rache","Vingança Imediata","Venganza rápida","迅速なる報復","迅捷复仇","Szybka Zemsta","Блискавична помста","Молниеносная месть","Çevik İntikam","2025-04-08T15:42:53Z","ST_HW_Nemesis_AbilityNames"
,"ST_HW_Nemesis_AbilityNames,Nemesis.A02","Slice and Dice","true","Tranchage","Zerhäckseln","Cortar e Picar","Cortar y trocear","スライス・アンド・ダイス","天谴打击","Cięcie i Rzut","На шматки","Кроши, кромсай","Kes Parçala","2025-04-08T15:42:53Z","ST_HW_Nemesis_AbilityNames"
,"ST_HW_Nemesis_AbilityNames,Nemesis.A03","Retribution","true","Rétribution","Vergeltung","Retribuição","Venganza","報復","惩罚之盾","Surowa Kara","Відплата","Расплата","Ceza","2025-04-08T15:42:53Z","ST_HW_Nemesis_AbilityNames"
,"ST_HW_Nemesis_AbilityNames,Nemesis.A04","Divine Judgement","true","Châtiment divin","Himmlisches Urteil","Julgamento Divino","Juicio divino","聖なる審判","神圣裁决","Boski Osąd","Божественний суд","Божественный суд","İlahi Hüküm","2025-04-08T15:42:53Z","ST_HW_Nemesis_AbilityNames"
,"ST_HW_Nemesis_AbilityNames,Nemesis.Basic","Nemesis Basic Attack","true","Attaque de base de Némésis","Grundangriff Nemesis","Ataque Básico de Nêmesis","Ataque básico de Némesis","ネメシス基本攻撃","涅墨西斯 普通攻击","Podstawowy atak Nemezis","Базова атака Немезиди","Базовая атака Неймезиды","Nemesis Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Nemesis_AbilityNames"
,"ST_HW_Nemesis_AbilityNames,Nemesis.PSV","Scales of Fate","true","Balance du destin","Waage des Schicksals","Balanças do Destino","Balanzas del destino","運命の天秤","命运天平","Waga Losu","Терези долі","Весы судьбы","Kader Terazisi","2025-04-08T15:42:53Z","ST_HW_Nemesis_AbilityNames"
"","ST_HW_Ne_Zha_AbilityNames,NeZha.A01","Universe Ring Toss","true","Anneau cosmique","Ring des Universums","Arremesso do Anel Cósmico","Lanzamiento del aro universal","宇宙の輪","乾坤圈","Rzut Pierścieniem Wszechświata","Метання кільця","Бросок кольца","Evren Halka Atışı","2025-04-08T15:42:53Z","ST_HW_Ne_Zha_AbilityNames"
"","ST_HW_Ne_Zha_AbilityNames,NeZha.A02","Flaming Spear","true","Lance enflammée","Lodernder Speer","Lança Flamejante","Lanza llameante","火尖槍","火尖枪","Płonąca Włócznia","Вогняний спис","Пылающее копье","Alevli Mızrak","2025-04-08T15:42:53Z","ST_HW_Ne_Zha_AbilityNames"
"","ST_HW_Ne_Zha_AbilityNames,NeZha.A03","Armillary Sash","true","Ruban du jour de brume","Armillarschärpe","Faixa Armilar","Banda armilar","輪状帯","混天绫","Wstęga Naramienna","Стрічка-пасок","Опоясывающая лента","Kelepçeli Kuşak","2025-04-08T15:42:53Z","ST_HW_Ne_Zha_AbilityNames"
"","ST_HW_Ne_Zha_AbilityNames,NeZha.A04","Wind Fire Wheels","true","Roues du vent de feu","Windräder des Feuers","Rodas de Fogo","Ruedas de viento de fuego","風火車","风火轮","Koła Ognistego Wiatru","Вогняні колеса вітру","Огненные колеса ветра","Rüzgâr Ateş Tekerleri","2025-04-08T15:42:53Z","ST_HW_Ne_Zha_AbilityNames"
,"ST_HW_Ne_Zha_AbilityNames,NeZha.Basic","Ne Zha Basic Attack","true","Attaque de base de Ne Zha","Grundangriff Ne Zha","Ataque Básico de Nezha","Ataque básico de Ne Zha","哪吒基本攻撃","哪吒 普通攻击","Podstawowy atak Nezhy","Базова атака Нечжа","Базовая атака Нэчжа","Ne Zha Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Ne_Zha_AbilityNames"
"","ST_HW_Ne_Zha_AbilityNames,NeZha.PSV","Righteous Spirit","true","Conviction vertueuse","Rechtschaffener Geist","Espírito Valoroso","Espíritu virtuoso","正義のスピリット","圣莲护体","Sprawiedliwa Dusza","Праведний дух","Дух праведника","Doğrucu Ruh","2025-04-08T15:42:53Z","ST_HW_Ne_Zha_AbilityNames"
,"ST_HW_Poseidon_AbilityNames,Poseidon.A01","Tidal Surge","true","Raz-de-marée","Gezeitenwogen","Maré de Tempestade","Marejada","打ち寄せる大波","怒涛奔涌","Kipiel Morska","Приливна хвиля","Приливная волна","Gelgit Dalgası","2025-04-08T15:42:53Z","ST_HW_Poseidon_AbilityNames"
,"ST_HW_Poseidon_AbilityNames,Poseidon.A02","Trident","true","Trident","Dreizack","Tridente","Tridente","三叉槍","神戟闪耀","Trójząb","Тризуб","Трезубец","Üç Dişli Mızrak","2025-04-08T15:42:53Z","ST_HW_Poseidon_AbilityNames"
,"ST_HW_Poseidon_AbilityNames,Poseidon.A03","Whirlpool","true","Tourbillon","Strudel","Redemoinho","Remolino","渦潮","束缚漩涡","Wir Wodny","Вир","Водоворот","Burgaç","2025-04-08T15:42:53Z","ST_HW_Poseidon_AbilityNames"
,"ST_HW_Poseidon_AbilityNames,Poseidon.A04","Release the Kraken!","true","Relâchez le Kraken !","Befreit den Kraken!","Libertem o Kraken!","¡Libera el Kraken!","クラーケンを放て！","海妖强袭","Wypuścić Krakena!","Випускайте Кракена!","Выпускайте Кракена!","Kraken'i Sal!","2025-04-08T15:42:53Z","ST_HW_Poseidon_AbilityNames"
,"ST_HW_Poseidon_AbilityNames,Poseidon.Basic","Poseidon Basic Attack","true","Attaque de base de Poséidon","Grundangriff Poseidon","Ataque Básico de Poseidon","Ataque básico de Poseidón","ポセイドン基本攻撃","波塞冬 普通攻击","Podstawowy atak Posejdona","Базова атака Посейдона","Базовая атака Посейдона","Poseidon Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Poseidon_AbilityNames"
,"ST_HW_Poseidon_AbilityNames,Poseidon.PSV","Changing Tides","true","Courants marins","Gezeitenwechsel","Virada da Maré","Mareas cambiantes","変化する潮流","潮起潮落","Zmienne Pływy","Припливи та відливи","Приливы и отливы","Gelgitler","2025-04-08T15:42:53Z","ST_HW_Poseidon_AbilityNames"
,"ST_HW_Rama_AbilityNames,Rama.A01","Astral Strike","true","Frappe astrale","Astraler Schlag","Disparo Astral","Bombardeo astral","星の一撃","星界射击","Gwiezdne Uderzenie","Астральний удар","Астральный удар","Astral Saldırı","2025-04-08T15:42:53Z","ST_HW_Rama_AbilityNames"
,"ST_HW_Rama_AbilityNames,Rama.A02","Infinite Arrows","true","Flèches à l'infini","Unendliche Pfeile","Flechas Infinitas","Flechas infinitas","無限の矢","无尽之箭","Nieskończone Strzały","Нескінченні стріли","Бесконечные стрелы","Sonsuz Ok","2025-04-08T15:42:53Z","ST_HW_Rama_AbilityNames"
,"ST_HW_Rama_AbilityNames,Rama.A03","Rolling Assault","true","Roulade offensive","Rollender Angriff","Manobra Astral","Maniobra de asalto","ローリングアサルト","翻滚突袭","Szturmowy Wypad","Гнучкий напад","Гибкое нападение","Yuvarlanma Saldırısı","2025-04-08T15:42:53Z","ST_HW_Rama_AbilityNames"
,"ST_HW_Rama_AbilityNames,Rama.A04","Astral Barrage","true","Déluge astral","Astrales Sperrfeuer","Ascensão Astral","Bombardeo astral","流星の矢術","星界弹幕","Gwiezdna Zapora","Шквал стріл","Град стрел","Astral Yaylım","2025-04-08T15:42:53Z","ST_HW_Rama_AbilityNames"
,"ST_HW_Rama_AbilityNames,Rama.Basic","Rama Basic Attack","true","Attaque de base de Rama","Grundangriff Rama","Rama Ataque Básico","Ataque básico de Rama","ラーマ基本攻撃","罗摩普通攻击","Podstawowy atak Ramy","Базова атака Рами","Базовая атака Рамы","Rama Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Rama_AbilityNames"
,"ST_HW_Rama_AbilityNames,Rama.PSV","Astral Quiver","true","Carquois astral","Astraler Köcher","Aljava Astral","Carcaj astral","星の振動","星界箭袋","Gwiezdny Kołczan","Астральний сагайдак","Астральный колчан","Astral Ok Kılıfı","2025-04-08T15:42:53Z","ST_HW_Rama_AbilityNames"
,"ST_HW_Ratatoskr_AbilityNames,Ratatoskr.Basic","Ratatoskr Basic Attack","true","Attaque basique de Ratatoskr","Grundangriff Ratatoskr","Ataque Básico de Ratatosk","Ataque básico de Ratatoskr","ラタトスク基本攻撃","拉塔托斯克 普通攻击","Atak podstawowy Ratatoska","Базова атака Рататоска","Базовая атака Рататоска","Ratatoskr Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Ratatoskr_AbilityNames"
,"ST_HW_Ra_AbilityNames,Ra.A01","Celestial Beam","true","Faisceau céleste","Himmlischer Strahl","Raio Celestial","Rayo celestial","天の光条","天体光束","Niebiański Promień","Небесний промінь","Небесный луч","Semavi Işın","2025-04-08T15:42:53Z","ST_HW_Ra_AbilityNames"
,"ST_HW_Ra_AbilityNames,Ra.A02","Divine Light","true","Lumière divine","Himmlisches Licht","Luz Divina","Luz divina","聖なる光","神圣光辉","Boskie Światło","Божественне світло","Божественный свет","İlahi Işık","2025-04-08T15:42:53Z","ST_HW_Ra_AbilityNames"
,"ST_HW_Ra_AbilityNames,Ra.A03","Solar Blessing","true","Bénédiction solaire","Sonnensegen","Benção Solar","Bendición solar","太陽の祝福","太阳祝福","Błogosławieństwo Słońca","Сонячне благословення","Солнечное благословение","Güneş Kutsaması","2025-04-08T15:42:53Z","ST_HW_Ra_AbilityNames"
,"ST_HW_Ra_AbilityNames,Ra.A04","Searing Pain","true","Douleur fulgurante","Sengender Schmerz","Dor Incinerante","Dolor incandescente","焼け付く苦痛","聚焦射线","Piekący Ból","Пекучий біль","Жгучая боль","Kavuran Acı","2025-04-08T15:42:53Z","ST_HW_Ra_AbilityNames"
,"ST_HW_Ra_AbilityNames,Ra.Basic","Ra Basic Attack","true","Attaque de base de Râ","Grundangriff Ra","Ataque básico de Rá","Ataque básico de Ra","ラー基本攻撃","拉 普通攻击","Podstawowy atak Ra","Базова атака Ра","Базовая атака Ра","Ra Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Ra_AbilityNames"
"","ST_HW_Ra_AbilityNames,Ra.EnhancedAttack","Solar Rays","true","Rayons solaires","Sonnenstrahlen","Raios solares","Rayos solares","太陽光線","太阳光线","Promienie Słoneczne","Сонячне проміння","Солнечные лучи","Güneş Işınları","2025-04-08T15:42:53Z","ST_HW_Ra_AbilityNames"
,"ST_HW_Ra_AbilityNames,Ra.PSV","Speed of Light","true","Vitesse de la lumière","Lichtgeschwindigkeit","Velocidade da Luz","Velocidad de la luz","光速","闪光之速","Szybkość Światła","Швидкість світла","Скорость света","Işık Hızı","2025-04-08T15:42:53Z","ST_HW_Ra_AbilityNames"
"","ST_HW_Scylla_AbilityNames,Scylla.A01","Sic 'Em","true","Chimères libérées","Such!","Pega!","¡Búscalos!","かかれ","恶犬出击","Poszukiwanie","Взяти!","Взять!","Ara Bul","2025-04-08T15:42:53Z","ST_HW_Scylla_AbilityNames"
"","ST_HW_Scylla_AbilityNames,Scylla.A02","Crush","true","Écrasement","Vernichten","Esmagar","Aplastar","衝突","破碎力场","Zgruchotanie","Стискання","Сокрушение","Ez","2025-04-08T15:42:53Z","ST_HW_Scylla_AbilityNames"
"","ST_HW_Scylla_AbilityNames,Scylla.A03","Sentinel","true","Sentinelle","Wache","Sentinela","Centinela","哨兵","海怪岗哨","Posterunek","Вартовий","Часовой","Gözcü","2025-04-08T15:42:53Z","ST_HW_Scylla_AbilityNames"
"","ST_HW_Scylla_AbilityNames,Scylla.A04","I'm a Monster","true","Je suis un monstre","Ich bin ein Monster","Sou um Monstro","Soy un monstruo","私は怪物","凶相毕露","Jestem Potworem","Я монстр","Чудовище","Ben Canavarım","2025-04-08T15:42:53Z","ST_HW_Scylla_AbilityNames"
,"ST_HW_Scylla_AbilityNames,Scylla.Basic","Scylla Basic Attack","true","Attaque de base de Scylla","Grundangriff Skylla","Ataque Básico de Cila","Ataque básico de Scylla","スキュラ基本攻撃","斯库拉普通攻击","Podstawowy atak Skylli","Базова атака Скілли","Базовая атака Сциллы","Scylla Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Scylla_AbilityNames"
"","ST_HW_Scylla_AbilityNames,Scylla.PSV","Quick Learner","true","Érudite","Schnelllerner","Aluna Exemplar","Aprende rápido","一を聞いて十を知る","冰雪聪明","Przyspieszona Nauka","Швидке навчання","Прилежная ученица","Hızlı Öğrenen","2025-04-08T15:42:53Z","ST_HW_Scylla_AbilityNames"
"","ST_HW_Skadi_AbilityNames,Skadi.A01","Piercing Cold","true","Froid perçant","Stechende Kälte","Frio Penetrante","Frío penetrante","冷気の槍","刺骨之寒","Przeszywające Zimno","Пронизливий холод","Трескучий мороз","Sert Soğuk","2025-04-08T15:42:53Z","ST_HW_Skadi_AbilityNames"
"","ST_HW_Skadi_AbilityNames,Skadi.A02","Rune of the Hunt","true","Rune de la chasse","Rune der Jagd","Runa de Caça","Runa de la cacería","狩りのルーン","狩猎神符","Runa Łowów","Руна полювання","Руна охоты","Av Rünü","2025-04-08T15:42:53Z","ST_HW_Skadi_AbilityNames"
"","ST_HW_Skadi_AbilityNames,Skadi.A03","Permafrost","true","Pergélisol","Dauerfrost","Zero Absoluto","Permafrost","永久凍土","冰封大地","Wieczna Zmarzlina","Вічна мерзлота","Вечная мерзлота","Don Tabakası","2025-04-08T15:42:53Z","ST_HW_Skadi_AbilityNames"
"","ST_HW_Skadi_AbilityNames,Skadi.A04","Winter's Grasp","true","Emprise de l'hiver","Griff des Winters","Nevasca","Garra del invierno","冷気の捕縛","寒冬之握","Chwyt Zimy","Хватка зими","Ледяная хватка","Kış Tutuşu","2025-04-08T15:42:53Z","ST_HW_Skadi_AbilityNames"
,"ST_HW_Skadi_AbilityNames,Skadi.Basic","Skadi Basic Attack","true","Attaque de base de Skadi","Grundangriff Skadi","Ataques Básicos - Skadi","Ataque básico de Skadi","スカジ基本攻撃","斯卡蒂 普通攻击","Atak podstawowy Skadi","Базова атака Скаді","Базовая атака Скади","Skadi Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Skadi_AbilityNames"
"","ST_HW_Skadi_AbilityNames,Skadi.PSV","Kaldr, The Winter Wolf","true","Kaldr, le loup de l'hiver","Kaldr, der Winterwolf","Kalder, o Lobo do Inverno","Kaldr, el lobo de invierno","冬の狼、カルドル","卡尔德，寒冬之狼","Kaldr, Zimowy Wilk","Калдр, зимовий вовк","Калдр, волк зимы","Kış Kurdu Kaldr","2025-04-08T15:42:53Z","ST_HW_Skadi_AbilityNames"
,"ST_HW_Sobek_AbilityNames,Sobek.A01","Charge Prey","true","Charge prédatrice","Beute anstürmen","Seguir Presa","Ataque a la presa","チャージプレイ","冲锋猎杀","Szarża na Ofiarę","Кидок хижака","Бросок хищника","Ava Hücum","2025-04-08T15:42:53Z","ST_HW_Sobek_AbilityNames"
,"ST_HW_Sobek_AbilityNames,Sobek.A02","Tail Whip","true","Queue-fouet","Schwanzschlag","Golpe de Cauda","Azote de cola","テールウィップ","巨尾鞭挞","Bicz Ogona","Удар хвостом","Удар хвостом","Kuyruk Kırbacı","2025-04-08T15:42:53Z","ST_HW_Sobek_AbilityNames"
,"ST_HW_Sobek_AbilityNames,Sobek.A03","Sickening Strike","true","Frappe dégoûtante","Scheußlicher Stoß","Golpe Repugnante","Golpe nauseabundo","不快なる一撃","染毒利斧","Odrażające Uderzenie","Заразний удар","Заражающий удар","Hasta Eden Saldırı","2025-04-08T15:42:53Z","ST_HW_Sobek_AbilityNames"
,"ST_HW_Sobek_AbilityNames,Sobek.A04","Lurking in the Waters","true","Repaire aquatique","Im Wasser lauern","Espreitando pelas Águas","Acechando en las aguas","潜伏","鳄神突击","Przyczajony w Wodzie","Причаївшись у воді","Таящийся в водах","Sudaki Pusu","2025-04-08T15:42:53Z","ST_HW_Sobek_AbilityNames"
,"ST_HW_Sobek_AbilityNames,Sobek.Basic","Sobek Basic Attack","true","Attaque de base de Sobek","Grundangriff Sobek","Ataque básico de Sobek","Ataque básico de Sobek","セベク基本攻撃","索贝克 普通攻击","Podstawowy atak Sobka","Базова атака Себека","Базовая атака Себека","Sobek Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Sobek_AbilityNames"
,"ST_HW_Sobek_AbilityNames,Sobek.PSV","Blessing of the Nile","true","Bénédiction du Nil","Segen des Nils","Bênção do Nilo","Bendición del Nilo","ナイルの祝福","尼罗河的祝福","Błogosławieństwo Nilu","Благословення Нілу","Благословение Нила","Nil'in Kutsaması","2025-04-08T15:42:53Z","ST_HW_Sobek_AbilityNames"
,"ST_HW_Sun_Wukong_AbilityNames,SunWukong.A01","The Magic Cudgel","true","Bâton enchanté","Die magische Keule","Bastão Mágico","Bastón mágico","如意棒","金箍强击","Magiczna Maczuga","Чарівна палиця","Волшебный посох","Büyülü Sopa","2025-04-08T15:42:53Z","ST_HW_Sun_Wukong_AbilityNames"
,"ST_HW_Sun_Wukong_AbilityNames,SunWukong.A02","Master's Will","true","Volonté du maître","Wille des Gebieters","Vontade do Mestre","Voluntad del maestro","達人の意志","灵猴突袭","Testament Mistrza","Воля майстра","Воля мастера","Ustanın İradesi","2025-04-08T15:42:53Z","ST_HW_Sun_Wukong_AbilityNames"
,"ST_HW_Sun_Wukong_AbilityNames,SunWukong.A03","72 Transformations","true","72 transformations","72 Verwandlungen","72 Transformações","72 transformaciones","72 変化","七十二变","72 Transformacje","72 перетворення","72 преобразования","72 Dönüşüm","2025-04-08T15:42:53Z","ST_HW_Sun_Wukong_AbilityNames"
,"ST_HW_Sun_Wukong_AbilityNames,SunWukong.A04","Somersault Cloud","true","Refuge aérien","Saltowolke","Nuvem Voadora","Asalto aéreo","筋斗雲","腾云奇袭","Salto Przez Chmury","На хмарі","Сальто","Buluta Sıçra","2025-04-08T15:42:53Z","ST_HW_Sun_Wukong_AbilityNames"
,"ST_HW_Sun_Wukong_AbilityNames,SunWukong.Basic","Sun Wukong Basic Attack","true","Attaque de base de Sun Wukong","Grundangriff Sun Wukong","Ataque básico de Sun Wukong","Ataque básico de Sun Wukong","孫悟空基本攻撃","孙悟空 普通攻击","Podstawowy atak Sun Wukonga","Базова атака Сунь Укуна","Базовая атака Сунь Укуна","Sun Wukong Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Sun_Wukong_AbilityNames"
,"ST_HW_Sun_Wukong_AbilityNames,SunWukong.PSV","Undefeated Body","true","Corps invincible","Unbesiegter Körper","Corpo Imbatível","Cuerpo triunfante","不倒の肉体","金刚不坏","Niepokonane Ciało","Непереможений","Непобедимый","Namağlup Beden","2025-04-08T15:42:53Z","ST_HW_Sun_Wukong_AbilityNames"
"","ST_HW_Surtr_AbilityNames,Surtr.A01","Flames of Muspell","true","Flammes de Muspell","Flammen von Muspell","Chamas de Muspell","Llamas de Muspell","ムスペルの炎","穆斯贝尔之火","Płomienie Muspel","Полум'я Муспельгейма","Пламя Муспелля","Muspell'in Alevleri","2025-04-08T15:42:53Z","ST_HW_Surtr_AbilityNames"
"","ST_HW_Surtr_AbilityNames,Surtr.A02","Giant's Grasp","true","Prodigieuse poigne","Griff des Riesen","Agarrão do Gigante","Garras del gigante","巨人の掌握","巨人之握","Chwyt Giganta","Хватка велетня","Хватка великана","Kudret Eli","2025-04-08T15:42:53Z","ST_HW_Surtr_AbilityNames"
"","ST_HW_Surtr_AbilityNames,Surtr.A03","Emberwalk","true","Marchebraise","Glühender Gang","Caminhando em Brasas","Anillo de ascuas","残火の輪","余烬焰环","Ognisty Marsz","Ходьба вугіллям","Ходьба по углям","Kor Halka","2025-04-08T15:42:53Z","ST_HW_Surtr_AbilityNames"
"","ST_HW_Surtr_AbilityNames,Surtr.A04","End of Days","true","Fin des temps","Endzeit","Fim dos Dias","Fin de los días","世界の終焉","世界末日","Apokalipsa","Кінець світу","Конец времен","Son Darbe","2025-04-08T15:42:53Z","ST_HW_Surtr_AbilityNames"
,"ST_HW_Surtr_AbilityNames,Surtr.Basic","Surtr Basic Attack","true","Attaque de base de Surtr","Grundangriff Surtr","Ataques básicos de Surtur","Ataque básico de Surtr","スルト基本攻撃","苏尔特普通攻击","Podstawowy atak Surtura","Базова атака Сурта","Базовая атака Сурта","Surtr Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Surtr_AbilityNames"
