"Dev comments","Marked","OB6","Record ID","src_enUS","tg_frFR","tg_deDE","tg_ptBR","tg_esLA","tg_jaJP","tg_zhCN","tg_plPL","tg_ukUA","tg_ruRU","tg_trTR","Last modified time","Last modified source","Path"
"","false","false","HW.Items.Descriptions,item.PropheticCloak","Passive: Once every 5s, when you damage an enemy god, you gain a stack of 1 Protections that corresponds to the type of damage that god deals. 

Once you have reached 20 stacks of both Protections, this item Evolves, giving you additional 5 Protections and 6% Damage Mitigation, or 12% Damage Mitigation if your total Protection exceeds 350.","Passif : toutes les 5s, infliger des dégâts à une divinité ennemie vous donne une charge de protection. Le type de protection dépend du type de dégâts de la cible atteinte.

À 15 charges de chaque type, cet objet évolue et fournit 20 protections et un bonus de 6% de réduction des dégâts subis. Ce bonus passe à 12% de réduction des dégâts subis si vous dépassez 350 protections.","Passiv: Du erhältst alle 5s, wenn du einer gegnerischen Gottheit Schaden zufügst, 1 Stapel Schutz des Typs, der sich auf den verursachten Schaden der Gottheit stützt.

Wenn du 20 Stapel beider Schutztypen erreichst, entwickelt sich dieser Gegenstand und gibt dir zusätzliche 15 Schutz und 6% Schadensminderung oder 12% Schadensminderung, wenn dein Gesamtschutz 350 übersteigt.","Passiva: a cada 5s, quando você causa dano a um deus inimigo, você ganha um estoque de 1 proteção que corresponde com o tipo de dano que o alvo causa. 

Ao atingir 20 estoques de ambas as proteções, esse item evolui, concedendo 15 de proteções e 6% de mitigação de dano, ou 12% de mitigação de dano se suas proteções totais excederem 350.","Pasiva: Una vez cada 5s, cuando infliges daño a un dios enemigo, obtienes una acumulación de 1 protección que corresponde al tipo de daño que inflige ese dios.

Una vez que hayas alcanzado 20 acumulaciones de ambas protecciones, este objeto evoluciona, lo que te otorga 15 protecciones adicionales y un 6% de mitigación de daño, o un 12% de mitigación de daño si tu protección total supera los 350.","パッシブ：5秒に一度、敵のゴッドにダメージを与えると、対象のダメージタイプと同じ防御スタックを1つ獲得する。

このアイテムは両方の防御のスタック数が20に到達すると進化し、さらに15の防御力と6%のダメージ軽減もしくは合計防御力が350以上だった場合12%のダメージ軽減効果を与える。","被动：对敌方神明造成伤害后，你将获得一层1点抗性（抗性类型与造成的伤害类型一致），每5秒触发一次。

当两种抗性叠加到20层时， 该物品将进化，并根据你的抗性数值额外提供15点抗性和6%伤害减免。你的总抗性超过350点时则获得12%伤害减免。","Pasywnie: raz na 5 sek., gdy zadasz obrażenia wrogiemu bóstwu, zyskasz 1 kumulację ochrony, która odpowiada typowi zadanych obrażeń.

Gdy osiągniesz 20 kumulacji obu ochron, przedmiot ten ewoluuje, zapewniając ci dodatkowe 15 pkt. ochron i 6% redukcji obrażeń (12%, jeśli łączna wartość twoich ochron przekracza 350).","Пасивний ефект: раз на 5 с., завдаючи ворожому богу шкоди, ви отримуєте 1 заряд захисту, відповідний типу шкоди, яку завдає бог. 

При 20 зарядах обох видів захисту предмет покращується, дає 15 додат. захисту та 6% зменшення шкоди, або 12% зменшення шкоди, якщо ваш загальний захист більше 350.","Пассивный эффект: раз в 5 с., нанося вражескому богу урон, вы получаете 1 заряд защиты, соответствующий типу урона, наносимого этим богом. 

При 20 зарядах обоих видов защиты предмет улучшается и дает +15 к защите и 6% поглощения урона либо 12% поглощения урона, если ваша общая защита превышает 350.","Pasif: Her 5 saniyede, bir düşman tanrıya hasar verdiğinde, tanrının hasar türüne göre 1 Fiziksel veya Sihirli Koruma yığını kazan. 

Her iki Koruma türünden de 20 yığına ulaştığında bu eşya evrilerek sana ek 15 Fiziksel ve Sihirli Koruma ve %6 Hasar Azaltma veya toplam Fiziksel ve Sihirli Koruma değerin 350'nin üzerindeyse %12 Hasar Azaltma sağlar.","2025-04-08T13:32:52Z","2025-03-31T12:06:34Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.Qin's Blade","Passive: Your basic attacks deal bonus Physical Damage to gods with more health than you equal to 10% of the difference in Maximum Health.","Passif : contre les divinités adverses, vos attaques de base infligent des dégâts physiques bonus équivalents à 3,5% de leurs PV max, ainsi que des dégâts bonus équivalents à 4% de la différence entre vos PV max. et les leurs.","Passiv: Deine Grundangriffe fügen Gottheiten zusätzlichen physischen Schaden in Höhe von 3,5% ihrer maximalen HP und zusätzlichen Schaden in Höhe von 4% der Differenz zwischen der max. Gesundheit des Anwenders und des Ziels zu.","Passiva: seus ataques básicos causam dano físico bônus a deuses, igual a 3,5% da vida máxima deles e um dano adicional igual a  4% da diferença entre a vida máxima sua e do alvo.

","Pasiva: Tus ataques básicos infligen daño físico adicional a los dioses igual al 3.5% de sus PS máx. y un daño adicional igual al 4% de la diferencia entre la salud máxima del usuario y la del objetivo.","パッシブ：基本攻撃が対象の最大HPの3.5%に相当するボーナス物理ダメージと、使用者と標的の最大HP差の4%に相当するダメージを追加で与える。","被动：你的普通攻击对神明造成相当于其生命值上限3.5%的额外物理伤害，外加使用者与目标生命值上限差距4%的额外伤害。","Pasywnie: twoje ataki podst. zadają bóstwom dodatkowe obrażenia fizyczne równe 3,5% ich maks. PZ oraz dodatkowe obrażenia równe 4% różnicy między twoim maks. PZ a maks. PZ celu.","Пасивний ефект: ваші базові атаки завдають додат. фізичної шкоди богам у розмірі 3,5% їхніх макс. ОЗ і додат. шкоди в розмірі 4% від різниці між їхгіми й вашими макс. ОЗ.

","Пассивный эффект: ваши базовые атаки наносят богам физический урон в размере 3,5% от их макс. ОЗ и бонусный урон в размере 4% от разницы между их и вашим макс. здоровьем.","Pasif: Temel saldırıların tanrılara onların maksimum Can değerlerinin %3,5'ine denk bonus Fiziksel Hasar verir ve senin maksimum Can değerinle hedefinkinin arasındaki farkın %4'üne denk fazladan hasar verir.","2025-04-08T13:22:33Z","2025-04-08T13:22:33Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.Rage","Passive: Killing or getting an assist on an enemy god gives you 1 stack. Each stack provides 5% Critical Strike Chance. Stacks are permanent and stack up to 4 times.",,,,,,,,,,,"2025-04-08T13:22:33Z","2025-04-08T13:22:33Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.Scepter of Dominion","Active: After 1.5s an area is created causing any gods that enter into it or are already within it to become affected by Stasis. Lasts for 2s. Cooldown: 90s.","Actif : vous créez une zone après un délai de 2s. Toute divinité déjà présente ou bien qui y pénètre est mise en stase. Durée : 2s. Temps de recharge : 90s.","Aktiv: Nach 2s wird ein Bereich erzeugt, der alle Gottheiten, die ihn betreten, mit Stasis belegt. Hält für 2s an. Abklingzeit: 90s","Ativa: após 2s, é criada uma área que faz com que todos os deuses que entram ou já estejam nela sejam afetados por estase. Dura por 2s. Intervalo: 90s.","Activa: Después de 2s, se crea una zona que hace que cualquier dios que entre en ella o que ya esté dentro de ella se vea afectado por estasis. Dura 2s. Tiempo de reactivación: 90s.","アクティブ：攻撃範囲が生成されてから2秒後、範囲内に入ったすべてのゴッドもしくはすでに範囲内にいたゴッドは時間停止の影響を受ける。持続時間は2秒。クールダウン90秒。","主动：2秒后，生成一片区域，使进入该区域或已在该区域内的所有神明凝滞。持续2秒。冷却时间：90秒。","Aktywacja: po 2 sek. tworzony jest obszar, który powoduje, że wszystkie bóstwa, które do niego wejdą lub już się w nim znajdują, zostają dotknięte efektem Zastoju. Efekt utrzymuje się przez 2 sek. Czas odnowienia: 90 sek.","Активний ефект: через 2 с. ви створюєте область, у якій усі боги отримують Стаз. Діє 2 с. Перезарядка: 90 с.","Активный эффект: через 2 с. вы создаете область, в которой все боги получают Стазис. Действует 2 с. Перезарядка: 90 с.","Aktif: 2 sn sonra, içerisine giren veya zaten içerisinde bulunan tanrılara Durağanlık uygulayan bir alan oluşur. 2 sn sürer. Bekleme süresi: 90 sn.","2025-04-08T13:32:52Z","2025-04-03T20:26:04Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.SerratedEdge","Passive: For every non-ultimate ability on cooldown you gain a stack of Cruelty. Each stack provides 10 Strength and 3% Lifesteal. Stacks up to 3 times.","Passif : chaque compétence basique en cours de rechargement génère une charge de +10 force et de 3% de drain de vie.","Passiv: Für jede Standardfertigkeit mit Abklingzeit erhältst du einen Stapel Grausamkeit. Jeder Stapel gewährt 10 Stärke und 3% Lebensraub.","Passiva: a cada habilidade em intervalo, exceto a suprema, você ganha um estoque de Crueldade. Cada estoque concede 10 de força e 3% de roubo de vida.","Pasiva: Por cada habilidad que no sea definitiva en tiempo de reactivación, obtienes una acumulación de crueldad. Cada acumulación otorga 10 de fuerza y 3% de robo de vida.","パッシブ：クールダウン中のアルティメット以外のアビリティ1つにつき無慈悲のスタックを獲得する。スタックごとに10の筋力と3%のHP吸収を獲得する。","被动：每一项处于冷却状态的非终极技能都会给你叠加一层残酷。每层提供10点力量和3%生命偷取。","Pasywnie: za każdą zdolność (z wył. arcyzdolności), która jest w trakcie odnawiania, zyskujesz kumulację Okrucieństwa. Każda kumulacja zapewnia 10 pkt. siły i 3% kradzieży życia.","Пасивний ефект: кожна ваша здібність на перезарядці, окрім суперудару, дає заряд Жорстокості, який додає 10 Сили та 3% вампіризму.","Пассивный эффект: каждая способность на перезарядке (кроме суперудара) дает заряд Жестокости: 10 ед. Силы и 3% вампиризма.","Pasif: Beklemede olan ve Ulti olmayan her yetenek için bir Zalimlik yığını kazan. Her bir yığın 10 Kuvvet ve %3 Can Çalma sağlar.","2025-04-08T13:22:33Z","2025-04-08T13:22:33Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.ShieldOfThePhoenix","Passive:  Anytime you hit an Enemy god with an ability you are healed for 3% of your maximum Health and Mana. This can only trigger once per ability per god hit.","Passif :  vous récupérez 2% de vos PV et PM max. lorsque vous touchez une divinité ennemie avec une compétence (une seule fois par compétence).","Passiv: Jedes Mal, wenn du einen gegnerischen Gott mit einer Fertigkeit triffst, werden 2% deiner maximalen Gesundheit und deines maximalen Manas regeneriert. Kann nur einmal pro Fertigkeit pro getroffener Gottheit ausgelöst werden.","Passiva: toda vez que você atingir uma divindade inimiga com uma habilidade, você é curado em 2% da sua vida e mana máximas. Isso só ativa uma vez por habilidade por deus atingido.","Pasiva:  Siempre que golpees con éxito a un dios enemigo con una habilidad te curarás un 2% de tu salud y maná máx. Solo se puede activar una vez por habilidad por dios golpeado.","パッシブ： アビリティを敵のゴッドに命中させるたびに、最大HPとマナの2%を回復する。この効果はアビリティ、命中したゴッドそれぞれにつき一度だけ発動する。","被动： 你每次使用技能命中一名敌方神明就能恢复等于2%上限的生命值和法力值。每个技能只能对每位神明触发一次此效果。","Pasywnie: za każdym razem, gdy trafisz wrogie bóstwo zdolnością, odzyskasz 2% maks. zdrowia i many. Efekt ten może wystąpić tylko raz na zdolność i trafione bóstwo. ","Пасивний ефект:  вражаючи ворожого бога здібністю, ви зцілюєтеся на 2% макс. рівня ОЗ і мани. Ефект діє 1 раз для здібності за одного враженого бога.","Пассивный эффект:  задевая богов способностями, вы восстанавливаете 2% от макс. ОЗ и маны. Срабатывает только один раз для каждого бога и способности.","Pasif:  Bir düşman tanrıya yetenekle vurduğunda maksimum Can ve Mananın %2'si kadar iyileşirsin. Bu etki her tanrı vuruşunda yetenek başına bir kez gerçekleşebilir.","2025-04-08T13:32:52Z","2025-03-31T12:06:34Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,Item.ShieldSplitter","Active: Throw Shield Splitter 8.8m ahead, dealing 40 + 10 per level True Damage to all enemies hit. If an enemy has a Shield, it is reduced by 65%, and you gain a Shield equal to the amount reduced. Cooldown: 15s.","Actif : vous lancez un fendeur de bouclier droit devant qui parcourt jusqu'à 8,8m de distance et inflige 40 dégâts bruts (+5 par niveau) à tous les ennemis touchés. S'ils ont un bouclier, vous le réduisez de 50% et vous obtenez un bouclier du même montant. Temps de recharge : 15s.","Aktiv: Wirf den Schildteiler 8,8m nach vorne und füge allen getroffenen Gegnern 40 + 5 pro Stufe absoluten Schaden zu. Hat ein Gegner einen Schild, wird der Schaden um 50% reduziert, und du erhältst einen Schild in Höhe des reduzierten Wertes. Abklingzeit: 15s.","Ativa: arremessa o Estilhaça Escudo em 8,8 m à sua frente, causando 40 + 5 por nível de dano real a todos os inimigos atingidos. Se o inimigo tiver um escudo, este é reduzido em 50% e você ganha um escudo igual a essa quantidade que foi reduzida. Intervalo: 15 s.","Activa: Lanzas un divisor de escudos a 8,8 m frente a ti e inflige 40 + 5 por nivel de daño verdadero a todos los enemigos golpeados. Si un enemigo tiene un escudo, este se reduce un 50% y obtienes un escudo igual a la cantidad reducida. Tiempo de reactivación: 15s.","アクティブ：シールドスプリッターを前方8.8mに投げ、命中したすべての敵に40 + レベルごとに5の確定ダメージを与える。敵がシールドを持っている場合、シールド量を50%減少し、減少した分のシールドを獲得する。クールダウン15秒。","主动：投掷护盾分裂者攻击面前8.8米内的敌方，对命中的所有敌方造成40+每级5点纯粹伤害。若敌方拥有护盾，则降低其50%护盾生命值，且为你提供等量护盾。冷却时间：15秒。","Aktywacja: rzucasz Rozłupywaczem Tarczy na odległość 8,8 m przed siebie, zadając 40 (+5 na poz.) nieunikn. obrażeń wszystkim trafionym wrogom. Jeśli przeciwnik posiada tarczę, zostaje ona zredukowana o 50%, a ty zyskujesz tarczę równą zmniejszonej wartości. Czas odnowienia: 15 sek.","Активний ефект: кидає Розділювач щитів на 8,8 м уперед, завдаючи 40 + 5 за рівень чистої шкоди всім враженим ворогам. Якщо ворог має щит, зменшує його на 50%, а ви отримуєте стільки ж щита. Перезарядка: 15 с.","Активный эффект: бросьте Расщепитель щитов на 8,8 м вперед, нанося 40 + 5 за уровень чистого урона всем задетым врагам. Если у врага есть щит, он уменьшается на 50%, а вы получаете столько же щита. Перезарядка: 15 с.","Aktif: 8,8 m ileriye Kalkan Parçalayıcı fırlat ve vurduğun tüm düşmanlara 40 + seviye başına 5 gerçek hasar ver. Bir düşmanda Kalkan varsa değerini %50 azalt ve azaltılan değere denk bir Kalkan kazan. Bekleme süresi: 15 sn.","2025-04-08T13:32:52Z","2025-04-03T20:26:04Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.Soul Devourer","Passive: Enemy gods with more health than you that are hit by your abilities take 5% (+ 0.25% of your Intelligence) of the difference in Maximum HP as bonus Magical Damage 4 times over 2s. Only triggers once per ability per god.","Passif : vos compétences infligent aux divinités adverses des dégâts magiques périodiques bonus équivalents à 0,5% de leurs PV actuels (+0,25% de votre intelligence), 4 fois en 2s. Cet effet ne s'applique qu'une fois par compétence, pour chaque divinité.","Passiv: Von deinen Fertigkeiten getroffene gegnerische Gottheiten erleiden 0,5% (+0,25% deiner Intelligenz) ihrer max. HP als zusätzlichen magischen Schaden 4-mal über 2s. Dieser Effekt wird nur einmal pro Fertigkeit und Gottheit ausgelöst.","Passiva: deuses inimigos atingidos pelas suas habilidades tomam dano mágico de 0,5% (+ 0,25% da sua inteligência) da vida máxima deles, 4 vezes no decorrer de 2s. Esse efeito só ativa uma vez por habilidade, por deus.","Pasiva: Los dioses enemigos golpeados por tus habilidades reciben 0,5% (+0.25% de tu inteligencia) de sus PS máx. como bonificación de daño mágico 4 veces durante 2s. Solo se activa una vez por habilidad y por dios.","パッシブ：アビリティが命中した敵ゴッドは2秒間、対象自身の最大HPの0.5%（+ 知力の0.25%）をボーナス魔法ダメージとして4回受ける。この効果はアビリティ、ゴッドそれぞれにつき一度だけ発動する。","被动：被你技能命中的敌方神明在2秒内额外受到4次其生命上限0.5% (+0.25%智慧) 的持续魔法伤害。每个技能只能对每位神明触发一次此效果。","Pasywnie: wrogowie trafieni przez twoje zdolności otrzymują 0,5% (+0,25% twojej inteligencji) swoich maks. PZ jako dodatkowe obrażenia magiczne 4 razy w ciągu 2 sek. Efekt ten aktywuje się tylko raz na zdolność na bóstwo.","Пасивний ефект: завдає враженим здібністю ворожим богам додаткової магічної шкоди в розмірі 0,5% (+ 0,25% вашого Розуму) від їхніх макс. ОЗ 4 рази за 2 с. Ефект діє 1 раз для однієї здібності у одного бога.","Пассивный эффект: вражеские боги получают от ваших способностей бонусный магический урон – 0,5% (+ 0,25% вашего Разума) от их макс. здоровья 4 раза за 2 с. Срабатывает только 1 раз для каждого бога и способности.","Pasif: Yeteneklerinle vurulan düşman tanrılar 2 saniye boyunca 4 kez Maksimum Canlarının %0,5'i (+ Zekânın %0,25'i) kadar bonus Sihirli Hasar alır. Her tanrıda yetenek başına bir kez tetiklenebilir.","2025-04-08T13:22:33Z","2025-04-08T13:22:33Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.Tyrfing","Passive: Basic attacks deal 15 bonus physical damage. Hitting a god increases the damage this deals by 15 for 4s stacking 3 times +1 Per 10 Levels.",,,,,,,,,,,"2025-04-08T13:22:33Z","2025-04-08T13:22:33Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,Starter.SunderingAxe","Passive: Damaging an enemy god deals 30 +2 per level True damage and restores 30 +1 per level Health. This effect can only hit one god per activation. 8s Cooldown. Requires level 20 to upgrade.","Passif : infliger des dégâts à une divinité ennemie donne aussi un bonus de 40 dégâts (+2 par niveau) et vous rend 20 PV (+1 par niveau). Cet effet ne peut se produire que toutes les 10s et qu'une fois à chaque activation. Améliorable au niveau 20.","Passiv: Fügst du einer gegnerischen Gottheit Schaden zu, erleidet sie 40 +2 pro Stufe absoluten Schaden und du erhältst 20 +1 pro Stufe Gesundheit. Dieser Effekt kann pro Aktivierung nur bei einer Gottheit eingesetzt werden. 10s Abklingzeit. Benötigt Stufe 20 zum Aufwerten.","Passiva: causar dano a um deus inimigo causa 40 + 2 por nível de dano real e restaura 20 + 1 por nível de vida. Esse efeito só acerta um deus por ativação. Intervalo: 10s. Requer nível 20 para ser aprimorado.","Pasiva: Infligir daño a un dios enemigo le causa 40 (+2 por nivel) de daño verdadero y restaura 20 (+1 por nivel) de salud. Este efecto solo puede afectar a un dios por activación. Tiempo de reactivación: 10s. Requiere el nivel 20 para mejorar.","パッシブ：敵ゴッドにダメージを与えると、40 + レベルごとに2の確定ダメージを発生させ、HPを20 + レベルごとに1回復する。この効果は発動ごとに一度のみゴッドに命中する。クールダウンは10秒。アップグレードに必要なレベルは20。","被动：对敌方神明造成40+每级2点纯粹伤害，并回复20+每级1点生命值。此效果只能每命中一个神明触发一次。冷却时间：10秒。可在20级时升级。","Pasywnie: trafienie wrogiego bóstwa zadaje 40 (+2 na poz.) nieunikn. obrażeń i przywraca 20 (+1 na poz.) PZ. Efekt ten może trafić tylko jedno bóstwo na aktywację. Czas odnowienia: 10 sek. Przedmiot można ulepszyć na 20 poziomie.","Пасивний ефект: ваша наступна базова атака, яка вражає ворожого бога, завдає 40 + 2 за рівень чистої шкоди та зцілює 20 +1 за рівень ОЗ. Спрацьовує лише один раз для кожного бога. Перезарядка: 10 с. Покращення на рівні 20.","Пассивный эффект: следующая базовая атака наносит богу 40 + 2 за ур. чистого урона и исцеляет 20 + 1 за ур. здоровья. Срабатывает 1 раз для каждого бога. Перезарядка: 10 с. Улучшение на ур. 20.","Pasif: Bir düşman tanrıya hasar verdiğinde 40 + seviye başına 2 Gerçek Hasar uygula ve 20 + seviye başına 1 Can iyileş. Bu etki her etkinleştirildiğinde yalnızca bir tanrıya vurabilir. Bekleme süresi: 10 sn. 20. seviyede yükseltilebilir.","2025-04-08T13:32:52Z","2025-03-31T12:06:34Z","HW.Items.Descriptions"
"","false","false","HW.Items.Names,item.AncientSignet","Ancient Signet",,,,,,,,,,,"2025-04-08T13:22:34Z","2025-04-08T13:22:34Z","HW.Items.Names"
"","false","false","HW.Items.Names,item.Tyrfing","Tyrfing",,,,,,,,,,,"2025-04-08T13:22:34Z","2025-04-08T13:22:34Z","HW.Items.Names"
"","false","false","HW.MonetizationCommon,Gods.UpsellPanel","Also includes a big bundle of Ascension Passes, Diamonds, and bonus Skins!",,,,,,,,,,,"2025-04-08T13:22:34Z","2025-04-08T13:22:34Z","HW.MonetizationCommon"
"","false","false","HW.MonetizationCommon,StoreTab.Supporter","Supporter Shop","Supporter","Unterstützer","Apoiador","Colaborador","サポーター","支持者","Wspierający","Підтримувач","Сторонник","Destekçi","2025-04-08T13:32:52Z","2025-04-08T13:22:34Z","HW.MonetizationCommon"
"","false","false","HWGodBuilder,EntryLongDescHint","Long Description...",,,,,,,,,,,"2025-04-08T13:22:36Z","2025-04-08T13:22:36Z","HWGodBuilder"
"","false","false","HWGodBuilder,EntryShortDescHint","Short Description...",,,,,,,,,,,"2025-04-08T13:22:36Z","2025-04-08T13:22:36Z","HWGodBuilder"
"","false","false","HWGodBuilder,EntryTitleHint","Entry Title...",,,,,,,,,,,"2025-04-08T13:22:36Z","2025-04-08T13:22:36Z","HWGodBuilder"
"","false","false","HWGodBuilder,NewGodBuild","New {GodName} Build",,,,,,,,,,,"2025-04-08T13:22:36Z","2025-04-08T13:22:36Z","HWGodBuilder"
"","false","false","HWGodBuilder,StartingItems","STARTING ITEMS",,,,,,,,,,,"2025-04-08T13:22:36Z","2025-04-08T13:22:36Z","HWGodBuilder"
"","false","false","ST_HW_BadgeNames,Chest.Clown","WIP - Clown",,,,,,,,,,,"2025-04-08T13:22:38Z","2025-04-08T13:22:38Z","ST_HW_BadgeNames"
"","false","false","ST_HW_BundleNames,BundleDesc.ReactQuip","WIP - A set of 6 quips for you to equip to the new VXQ slot.",,,,,,,,,,,"2025-04-08T13:22:38Z","2025-04-08T13:22:38Z","ST_HW_BundleNames"
"","false","false","ST_HW_BundleNames,BundleNames.ReactQuip","WIP - React Qips - Set of 6",,,,,,,,,,,"2025-04-08T13:22:38Z","2025-04-08T13:22:38Z","ST_HW_BundleNames"
"","false","false","ST_HW_Character_Talents,Kali01Name","Aspect of Blood",,,,,,,,,,,"2025-02-25T02:24:15Z","2025-01-27T17:35:05Z","ST_HW_Character_Talents"
"","false","false","ST_HW_Character_Talents,Poseidon01Desc","Poseidon’s basic attacks always fire side waves. Trident no longer affects Tidal Surge but can be activated to focus the side waves, causing them to pierce enemies, and both abilities deal extra basic attack damage.",,,,,,,,,,,"2025-04-03T20:26:09Z","2025-04-03T20:26:08Z","ST_HW_Character_Talents"
"","false","false","ST_HW_Character_Talents,Poseidon01Name","Aspect of the Trident",,,,,,,,,,,"2025-04-03T20:26:09Z","2025-04-03T20:26:08Z","ST_HW_Character_Talents"
"","false","false","ST_HW_ChestNames,ChestDesc.Clown","WIP - Clown",,,,,,,,,,,"2025-04-08T13:22:38Z","2025-04-08T13:22:38Z","ST_HW_ChestNames"
"","false","false","ST_HW_ChestNames,ChestsName.Clow","WIP - Clown",,,,,,,,,,,"2025-04-08T13:22:38Z","2025-04-08T13:22:38Z","ST_HW_ChestNames"
"","false","false","ST_HW_DailyQuestsInfo,UltsUsedTitle","Use the power of your Ultimate <NeededAmount>{NeededAmount}</> times.",,,,,,,,,,,"2025-04-03T20:26:10Z","2025-04-03T20:26:10Z","ST_HW_DailyQuestsInfo"
"","false","false","ST_HW_DailyQuestsInfo,VortexPullsBody","Use a Vortex ability on <CurrentProgress>{CurrentProgress}</>/<NeededAmount>{NeededAmount}</> Gods.",,,,,,,,,,,"2025-04-03T20:26:10Z","2025-04-03T20:26:10Z","ST_HW_DailyQuestsInfo"
"","false","false","ST_HW_DailyQuestsInfo,VortexPullsTitle","Use a Vortex ability on {NeededAmount} Gods.",,,,,,,,,,,"2025-04-03T20:26:10Z","2025-04-03T20:26:10Z","ST_HW_DailyQuestsInfo"
"","false","false","ST_HW_Event01,Event_OB8.Details","The gods bring forth a festival to welcome the new season, but not all agree on how it should be celebrated. The gods now turn to the mortals — will they help Aphrodite cultivate love and beauty, or give in to Bacchus' temptation for drunken mayhem?",,,,,,,,,,,"2025-04-08T13:22:40Z","2025-04-08T13:22:39Z","ST_HW_Event01"
"","false","false","ST_HW_Event01,Event_OB8.Goal","Finish all three quests to recieve the Goblet of Flowers Ward Skin. ",,,,,,,,,,,"2025-04-08T13:22:40Z","2025-04-08T13:22:39Z","ST_HW_Event01"
"","false","false","ST_HW_Event01,Event_OB8_1.Date","Play until May 9th to get your Prize!",,,,,,,,,,,"2025-04-03T20:26:10Z","2025-04-03T20:26:10Z","ST_HW_Event01"
"","false","false","ST_HW_Event01,Event_OB8_1.Name","Festival of Floralia",,,,,,,,,,,"2025-04-03T20:26:10Z","2025-04-03T20:26:10Z","ST_HW_Event01"
"","false","false","ST_HW_God_FlavorText,God.Arachne","Arachne, once a mortal renowned for her unmatched weaving, challenged the gods with her pride. Declaring herself superior to Athena, she wove a tapestry mocking the gods. Athena, enraged by her hubris, cursed Arachne to become the first spider, doomed to weave for eternity. Consumed by hatred, Arachne now seeks vengeance, her threads spinning traps not for beauty, but for destruction.",,,,,,,,,,,"2025-02-25T02:24:15Z","2025-01-27T17:35:05Z","ST_HW_God_FlavorText"
"","false","false","ST_HW_God_FlavorText,God.Charybdis","Charybdis, the monstrous daughter of Poseidon, once wielded her power over the seas to aid her father against Zeus. Her defiance was punished cruelly—Zeus transformed her into a monstrous whirlpool and chained her to the sea floor, condemning her to centuries of destruction. Opposite Scylla, Charybdis devoured ships and dragged sailors to their doom. Now, with her chains broken, she surges forth, seeking revenge against the gods who cursed her and a world that dares to sail her waters.",,,,,,,,,,,"2025-02-25T02:24:15Z","2025-01-27T17:35:05Z","ST_HW_God_FlavorText"
,"false","false","ST_HW_God_FlavorText,God.Hastur","Hastur Flavor Text",,,,,,,,,,,"2025-02-25T02:24:15Z","2025-02-03T16:09:26Z","ST_HW_God_FlavorText"
"","false","false","ST_HW_God_FlavorText,God.Hera","Hera, the indomitable Queen of the Gods, steps onto the battlefield to claim her rightful place as a ruler of divine justice. Revered by monarchs, leaders, and warriors seeking her favor, Hera embodies authority, charisma, and unyielding power. With Argus, her many-eyed champion, by her side, she commands respect and instills fear in her enemies. Hera reshapes the battlefield with divine might, bending nature and foes alike to her will. As chaos spreads, she takes her place as a force of order, proving that the Queen of the Gods is not to be challenged.",,,,,,,,,,,"2025-02-25T02:24:15Z","2025-01-27T17:35:05Z","ST_HW_God_FlavorText"
"","false","false","ST_HW_God_FlavorText,God.Ishtar","Ishtar, Goddess of Love and War, is as radiant as she is ruthless. Worshipped across Mesopotamia as the embodiment of desire and destruction, she weaves passion and conflict together like threads of the same cloth. From fierce battles to intoxicating romances, Ishtar commands both with unmatched mastery. To her followers, she grants ambition, strength, and the courage to fight for what they desire. On the battlefield, Ishtar dances between elegance and ferocity, unleashing barrages of arrows and devastating power. Love or war—it matters not to Ishtar, for to her, they are one and the same.","Ishtar Flavor Text","Ishtar Flavor Text","Ishtar Flavor Text","Ishtar Flavor Text","Ishtar Flavor Text","Ishtar Flavor Text","Ishtar Flavor Text","Ishtar Flavor Text","Ishtar Flavor Text","Ishtar Flavor Text","2025-04-03T20:26:11Z","2025-04-03T20:26:10Z","ST_HW_God_FlavorText"
"","false","false","ST_HW_God_FlavorText,God.Janus","Janus, God of Portals and Transitions, stands at every threshold, watching both past and future unfold. With two faces ever turned to what was and what will be, Janus is the keeper of change itself. Doorways, seasons, and the shifting tides of fate all bend to his will. His followers seek him in times of uncertainty, knowing he alone can open the way forward. In battle, Janus is a master of space, bending reality with portals and passages unseen. For him, life is not a straight path but an endless series of doors — and he alone holds the keys.","Janus Flavor Text","Janus Flavor Text","Janus Flavor Text","Janus Flavor Text","Janus Flavor Text","Janus Flavor Text","Janus Flavor Text","Janus Flavor Text","Janus Flavor Text","Janus Flavor Text","2025-04-03T20:26:11Z","2025-04-03T20:26:10Z","ST_HW_God_FlavorText"
